notes,uuid,link,song_name,artist,maqam,type,electric,vintage
,d623b2e7-83df-4442-a3b5-58de9c5e858f,https://www.youtube.com/watch?v=52Jior2lWZs,Hijaz Taqsim - Buy Egyptian Oud - تقسيم حجاز,Gilad Hazan,Hijaz,Arabic,no,no
,f9a8ee7b-50c7-42cf-a4b2-807f46c12280,https://www.youtube.com/watch?v=jByvSHDYJy8,Taqsim Oud ｜Maqomat Nahawand ｜Fa,Other,Nahawand,Unknown,no,no
,7c44dcbe-9714-43b5-8dc0-afaf1e6ea628,https://www.youtube.com/watch?v=So0_hSjSl_w,Maqam Nahawand Oud Taqsim,Other,Nahawand,Unknown,no,no
,3aee1dc1-a59e-4754-ae03-f0253ef22b20,https://www.youtube.com/watch?v=nr70jWjAklg,John Berberian - Taksim (Oud solo),John Berberian,Unknown,Armenian,no,no
,41376ebf-183e-4f24-bc82-16768d6aa7c4,https://www.youtube.com/watch?v=5o92kPYQypU,Taqsim oud bayati,Khaery Mujadzi,Bayati,Unknown,yes,no
,720137ec-a9df-4657-a0b3-5b27354d11ea,https://www.youtube.com/watch?v=Q1UwJ6gnbhU,Can Kandaz - Hicazkâr Ud Taksimi (Hijazkar Oud Taqsim) #hicazkar #udtaksimi #cankandaz,Can Kandaz,Hijaz,Turkish,no,no
,2850af3a-7408-441c-b65a-0102212c9317,https://www.youtube.com/watch?v=sUJd5O3X53A,Marcel Khalife - Oud Improvisation,Marcel Khalife,Unknown,Arabic,no,yes
,05939c6b-456c-47a4-8306-1bc2506a49b3,https://www.youtube.com/watch?v=CsRwhgpvUU8,Kürdî Ud Taksimi - Zeynel Demirtaş ⧸⧸ Faruk Türünz Double Soundboard Turkish Oud,Zeynel Demirtaş,Kurd,Turkish,no,no
,1e75481c-85b8-48bb-9fed-a5a18ee9935c,https://www.youtube.com/watch?v=-tnzQLPy3h0,Nahawand Oud Taqsim تقاسيم عود على مقام النهاوند,Michael Ibrahim,Nahawand,Arabic,no,no
,7dc35d10-41ca-4d3a-b852-b769b719fcd4,https://www.youtube.com/watch?v=-0vb0QQMbeY,Oud Solo Improvisation - Taksim in Maqam kurd - تقاسيم مقام كرد,Sufian Ararah,Kurd,Arabic,no,no
,041426d6-d07f-4d57-a39c-fba44b5192a8,https://www.youtube.com/watch?v=rLf5OG1Y840,Hijaz Maqam Arabic Oud Solo by Hesham Hamra 4k (2020) Oriental Ethno World Music,Hesham Hamra,Hijaz,Arabic,no,no
,7e47a1cb-8338-4099-b892-9f42788cf4b4,https://www.youtube.com/watch?v=z_hAglA2xfc,"TAREK ABDALLAH, Taqsim Nahawand-2, Extrait de Wasla-s en Live à Calvi-2012",Tarek Abdallah,Nahawand,Arabic,no,no
,92525f90-9979-4a45-9224-a452c45ca959,https://www.youtube.com/watch?v=AZYQI6b72fk,Emotional Oud Taksim (Ud Solo),Hesham Hamra,Unknown,Arabic,no,no
,de5da44a-0cb9-43b9-bf2f-d1302c1b1336,https://www.youtube.com/watch?v=rt98ifkorO0,تقسيم عود من العازف فهد بن منيف ｜ Fahd Munif Taqsim Oud,Fahd Munif,Unknown,Arabic,yes,no
,6e980658-91ce-4a2f-b6e5-d6944d44dd06,https://www.youtube.com/watch?v=NudTID0Hfys,Simon Shaheen - Oud Taqasim Nahawand تقاسيم عود نهاوند,Simon Shaheen,Nahawand,Arabic,no,no
,629c438d-00d0-481d-b564-ba3547cb8ee7,https://www.youtube.com/watch?v=dwgfMii-69g,Takassim SABA Ré,Michel Arkach,Saba,Unknown,no,no
,029652ff-1db3-4d64-89c0-89bb6141b607,https://www.youtube.com/watch?v=-QxzRcl6xs8,Munir Bashir Taqsim Hijaz Kar Kurd The Art of the Ud,Munir Bashir,Hijaz,Arabic,no,no
,4a1b442e-29b9-4eda-9abc-1c2f2684aa9e,https://www.youtube.com/watch?v=PlBGx3zx-E8,Egyptian Oud - Taqasim Suznak,Gilad Hazan,Suznak,Arabic,no,no
,326bf157-f8f6-4e03-8705-a0ca801bf5ef,https://www.youtube.com/watch?v=M1bCW_7YT9U,"Ahmad Al Khatib, Taqsim Rast. Arabic style, تقسيم راست , احمد الخطيب",Ahmad Al Khatib,Rast,Arabic,no,no
,e091fad3-1ee0-47a2-8860-9d3df5e6bcfe,https://www.youtube.com/watch?v=Jq7LxIrM-7I,Oud Taqsim Bayat - عود تقسيم بيات -,Yezan Rafed,Bayati,Arabic,no,no
,5d27a698-627e-49fd-8d6b-b9a96862ae3b,https://www.youtube.com/watch?v=GB39SF_CmIc,Yuval Ashkar - Taksim Rast,Yuval Ashkar,Rast,Unknown,no,no
,2d6cf5c6-1515-4225-a134-b411a60f10c2,https://www.youtube.com/watch?v=RsQitnaG57M,Solo OUD - Taqsim on a Turkish electric oud by Aviv Bahar,Aviv Bahar,Unknown,Turkish,yes,no
,f72d0766-9953-4a2f-b0bd-1bf9f6d88296,https://www.youtube.com/watch?v=5f-2rc_0h5o,Taqsim oud ~ Maqam Bayati ⧸ Ryuichi Imai,Ryuichi Imai,Bayati,Unknown,no,no
,4d4c66f4-537a-4ca6-8ac4-bdad6a8951a9,https://www.youtube.com/watch?v=TXHUe5VG_6I,Oud Taqasim ⧸ تقسيم عود - Rast ⧸ رست,Michael Ibrahim,Rast,Arabic,no,no
,2c6767c3-0442-4342-9abb-b7c93ec63b08,https://www.youtube.com/watch?v=5wTQ74GZkDc,Taqsim oud ~ Maqam Rast ⧸ Ryuichi Imai,Ryuichi Imai,Rast,Unknown,no,no
,f58e617b-1ec8-4ef2-98ee-ce14c9da219f,https://www.youtube.com/watch?v=hkV9fbENP7U,"Taqsim Oud, Maqam Bayati Shur, 4_30_2018",Nikolai Ruskin,Bayati,Unknown,no,no
,eb35600c-c3df-4e6c-b5ba-3e25af363228,https://www.youtube.com/watch?v=7ruSAtGfkQY,Menashe Brosh - taqsim oud,Other,Unknown,Unknown,no,no
,449a73b5-ef0a-40ff-9803-0dce3c606bb0,https://www.youtube.com/watch?v=zkLUOybcgUQ,Hicaz Ud Taksim - Maqam Hijaz Oud,Rei Korkus,Hijaz,Unknown,no,no
,e8295944-8d4f-4d24-a698-bf27c7d27ca6,https://www.youtube.com/watch?v=L2znhsfyF4c,Oud Taqsim,Azrin Abdullah,Unknown,Unknown,no,no
,05c003fc-a756-4cf0-9ff6-c97428dc8051,https://www.youtube.com/watch?v=IBdUJcNNzJ4,Oud Taqsim Maqam Hijaz,Azrin Abdullah,Hijaz,Unknown,no,no
,d4ee498b-501f-4bdf-a3ad-470cc7096096,https://www.youtube.com/watch?v=rFdO_oq1YD8,Nihavent taksim ILIAS playing turkish style oud mase by Dimitris,Dimitris Rapakousios,Nahawand,Greek,no,no
,08713293-77a9-4f33-aee3-769f02b162ee,https://www.youtube.com/watch?v=Fuirub4U4Wg,Oud Taksim,Other,Unknown,Unknown,no,no
,3ec88883-9337-4a2b-9e78-5b75301ec093,https://www.youtube.com/watch?v=1g8-9JEfh90,Taqsim Oud - Rast - Michael Ibrahim - Hanna Nahat Oud,Michael Ibrahim,Rast,Arabic,no,no
,0cd72279-aa05-430c-a8de-b5c67be65c32,https://www.youtube.com/watch?v=1DrzYlc8DAM,"Oud Taksim Bayātī (بياتي, Uşşâk, Bayat) by Hesham Hamra (4k Video) 2020",Hesham Hamra,Bayati,Arabic,no,no
,3dc46abd-ac0d-4d27-a4e6-be8f4d5df9c6,https://www.youtube.com/watch?v=RpfkHswcTqs,Hicaz taksim cocobolo arabic oud by Izzik Kan made by Dimitris,Other,Hijaz,Unknown,no,no
,5dbdd045-b0f8-4fcb-bde4-5b4084889796,https://www.youtube.com/watch?v=di-HEAweVEU,Taqsim Nahawand,Simon Le Garff,Nahawand,Unknown,no,no
,0a05d318-529b-4285-9962-54e071792bda,https://www.youtube.com/watch?v=TdhPGqKH-lk,Taqasim Kurd,Michael Ibrahim,Kurd,Arabic,no,no
,7b8699d3-a5ab-4e04-afcf-7e3ebab15e18,https://www.youtube.com/watch?v=GHyztwwJzS4,Baha Yetkin - Hicaz Taksim,Baha Yetkin,Hijaz,Turkish,no,no
has drone,f54b6422-9e68-4a90-b4d9-18b7b1a35cd7,https://www.youtube.com/watch?v=oAo7CbAPmGg,"Taksimler - 1 ""Hicaz Taksim"" by Baha Yetkin",Baha Yetkin,Hijaz,Turkish,no,no
,dfdaa11b-9983-430e-b453-ad1e56688626,https://www.youtube.com/watch?v=GmwNLcQoiV4,"Taksimler - 2 ""Rast Taksim"" by Baha Yetkin",Baha Yetkin,Rast,Turkish,no,no
,6d8b090a-be69-4084-8c74-69ff4d00e837,https://www.youtube.com/watch?v=12wlG_Zwf4o,"Taksimler - 3 ""Uşşak Taksim"" by Baha Yetkin",Baha Yetkin,Ussak,Turkish,no,no
,9c1f79cd-8c42-49fa-bc6f-68a19c23338a,https://www.youtube.com/watch?v=F54_u8Dz9kQ,"Taksimler - 4 ""Beyati Taksim"" by Baha Yetkin",Baha Yetkin,Bayati,Turkish,no,no
,009f5a90-7e47-4e45-8d3d-9405a13d97db,https://www.youtube.com/watch?v=AhkNJsf9JJU,"Taksimler - 5 ""Hüseyni Taksim"" by Baha Yetkin",Baha Yetkin,Huseyni,Turkish,no,no
,8794867a-ca35-4e3b-87d4-3428bcacd077,https://www.youtube.com/watch?v=7jdmvvsai1s,"Taksimler - 6 ""Karma Taksim"" by Baha Yetkin (Açıklamalı)",Baha Yetkin,Unknown,Turkish,no,no
,b0853c4d-9d8a-440f-aa22-2ec4f1a5a10e,https://www.youtube.com/watch?v=9VukGJAkmHE,"Taksimler - 7 ""Segah Taksim"" by Baha Yetkin",Baha Yetkin,Segah,Turkish,no,no
,1783e1c9-989d-4c86-9951-aa28a9ef6765,https://www.youtube.com/watch?v=Ixh9h3UfeH8,"Taksimler - 8 ""Suzinak Taksim"" by Baha Yetkin",Baha Yetkin,Suznak,Turkish,no,no
,71c124be-689b-4e09-9b00-a114d1813345,https://www.youtube.com/watch?v=uYkg_HnOFhk,"Taksimler - 9 ""Hicazkâr Taksim"" by Baha Yetkin",Baha Yetkin,Hijazkar,Turkish,no,no
,b78d8a0d-805c-40be-821c-9fa425e5a5d2,https://www.youtube.com/watch?v=LTBph06Hk94,"Taksimler - 10 ""Nihavend Taksim"" by Baha Yetkin",Baha Yetkin,Nahawand,Turkish,no,no
,d6dcf91a-7632-43fc-8b48-5ad80cc4fa76,https://www.youtube.com/watch?v=6GmegRjvdr8,"Taksimler - 11 ""Buselik Taksim"" by Baha Yetkin",Baha Yetkin,Buselik,Turkish,no,no
,447154d8-cdea-4c7b-95f4-8de3824d9f5b,https://www.youtube.com/watch?v=aVFkxJkzUvc,"Taksimler - 12 ""Kürdilihicazkar Taksim"" by Baha Yetkin",Baha Yetkin,Unknown,Turkish,no,no
has drone,fd8528a8-894c-4dd7-b929-7da7ca0ae2f8,https://www.youtube.com/watch?v=VzppMKDVOn4,"Taksimler - 13 ""Kürdi Taksim"" by Baha Yetkin",Baha Yetkin,Kurd,Turkish,no,no
,c3ca7126-9de7-41ee-980c-8032b9eeb593,https://www.youtube.com/watch?v=HynbzV57Jtw,"Taksimler - 14 ""Mahur Taksim"" by Baha Yetkin",Baha Yetkin,Mahur,Turkish,no,no
,69987ebf-cf14-4a90-b36f-54f309457264,https://www.youtube.com/watch?v=VAaTxaEv9xY,"Taksimler - 15 ""Nikriz Taksim"" by Baha Yetkin",Baha Yetkin,Nikriz,Turkish,no,no
,d7c37ca2-dc0d-4684-bfc0-a7e964be2897,https://www.youtube.com/watch?v=5uFE3zSHgQc,"Taksimler - 16 ""Şehnaz Taksim"" by Baha Yetkin",Baha Yetkin,Rast,Turkish,no,no
,2e28f0df-b9ed-483e-a689-b5948f719304,https://www.youtube.com/watch?v=CQuh2ilRQNA,"Taksimler - 17 ""Evç Taksim"" by Baha Yetkin",Baha Yetkin,Evc,Turkish,no,no
,59fc4adf-f5f8-4fa1-bd91-2358062f5003,https://www.youtube.com/watch?v=xIsQCRxPemw,"Taksimler - 18 ""Ferahnâk Taksim"" by Baha Yetkin",Baha Yetkin,Ferahnak,Turkish,no,no
,64b08dc1-796a-4637-a68f-feacf5c68468,https://www.youtube.com/watch?v=ILiTsYGjHF0,"Taksimler - 19 ""Nişaburek Taksim"" by Baha Yetkin",Baha Yetkin,Nisaburek,Turkish,no,no
,112cbe82-1c1c-4c8c-b1ff-cf7a253e242d,https://www.youtube.com/watch?v=kR_27wyU1kI,"Taksimler - 20 ""Irak Taksim"" by Baha Yetkin",Baha Yetkin,Irak,Turkish,no,no
,884f7846-83b9-4291-9ff0-bc6466cd2dac,https://www.youtube.com/watch?v=UDRYKWqLp4c,"Taksimler - 21 ""Pençgâh Taksim"" by Baha Yetkin",Baha Yetkin,Pencgah,Turkish,no,no
,acff9693-b4d1-4925-ae67-d503de9c8ddf,https://www.youtube.com/watch?v=Uh-XfeGg584,"Taksimler - 22 ""Rehavi Taksim"" by Baha Yetkin",Baha Yetkin,Rehavi,Turkish,no,no
,ed5bf260-f876-4097-9008-15833a47b922,https://www.youtube.com/watch?v=QzUtn39qVBk,"Taksimler - 23 ""Yegah Taksim"" by Baha Yetkin",Baha Yetkin,Yegah,Turkish,no,no
,c824e94c-cae2-4161-b2d2-941f329458c1,https://www.youtube.com/watch?v=0iYq1rG08N4,"Taksimler - 24 ""Müstear Taksim"" by Baha Yetkin",Baha Yetkin,Mustear,Turkish,no,no
,14cd1f70-d149-4cdb-9cd7-90c0cc0564ca,https://www.youtube.com/watch?v=BcIzlpehIyY,"Taksimler - 25 ""Sabâ Taksim"" by Baha Yetkin",Baha Yetkin,Saba,Turkish,no,no
,c136a625-8c0c-4808-84de-1fce4a436652,https://www.youtube.com/watch?v=ae6KSDpKPYI,"Taksimler - 26 ""Muhayyerkürdi Taksim"" by Baha Yetkin",Baha Yetkin,Muhayyerkurdi,Turkish,no,no
,446894ea-238f-464c-873b-0a4b47d3daf7,https://www.youtube.com/watch?v=Rg_HelTh0oI,"Taksimler - 27 ""Acemaşiran Taksim"" by Baha Yetkin",Baha Yetkin,Acemasiran,Turkish,no,no
,9cf44454-c59a-4e37-8dc5-b73ccf8d4ec5,https://www.youtube.com/watch?v=SJcnFjzdIfI,"Taksimler - 28 ""Ferahfeza Taksim"" by Baha Yetkin",Baha Yetkin,Ferahfeza,Turkish,no,no
,2ae87213-2c10-4225-bffb-19ddea6c363a,https://www.youtube.com/watch?v=3BbJUe29W5c,"Taksimler - 29 ""Şevkefza Taksim"" by Baha Yetkin",Baha Yetkin,Sevkefza,Turkish,no,no
,3d777d3e-9525-4b2f-973f-18d1a33a5bce,https://www.youtube.com/watch?v=nSGxXTs5Baw,"Taksimler - 30 ""Sultaniyegah Taksim"" by Baha Yetkin",Baha Yetkin,Sultaniyegah,Turkish,no,no
,b74665e4-f19e-4d85-9122-b17133b7dede,https://www.youtube.com/watch?v=eeAAPHBLPVY,"Taksimler - 31 ""Bayâtî Arabân Taksim"" by Baha Yetkin",Baha Yetkin,Bayati Araban,Turkish,no,no
,08b2cb44-c6d1-4ec3-8d05-124fc808334b,https://www.youtube.com/watch?v=3znUQhib-5Q,"Taksimler - 32 ""Şedarabân Taksim"" by Baha Yetkin",Baha Yetkin,Sedaraban,Turkish,no,no
,0539e50d-b8b6-4cc6-b00d-45b267eb45d7,https://www.youtube.com/watch?v=Q7Yd8pNniLA,"Taksimler - 33 ""Neveser Taksim"" by Baha Yetkin",Baha Yetkin,Neveser,Turkish,no,no
,d48b0623-2a58-47fd-b463-9469f5f98282,https://www.youtube.com/watch?v=7spqKa02zVs,"Taksimler - 34 ""Hisar Taksim"" by Baha Yetkin",Baha Yetkin,Hisar,Turkish,no,no
,a6cce3d6-8652-4260-8130-06f0c72df822,https://www.youtube.com/watch?v=yeNno-qEr7E,"Taksimler - 35 ""Suzidil Taksim"" by Baha Yetkin",Baha Yetkin,Suzidil,Turkish,no,no
,a571d81a-3e09-49f5-b90f-35881d065b2e,https://www.youtube.com/watch?v=TYUSgK0dt8A,"Taksimler - 36 ""Evcârâ Taksim"" by Baha Yetkin",Baha Yetkin,Evcara,Turkish,no,no
,a5a6f66a-c50e-4541-a8be-003becb7affe,https://www.youtube.com/watch?v=wm1C1MC4Zho,"Taksimler - 37 ""Bestenigar Taksim"" by Baha Yetkin",Baha Yetkin,Bestenigar,Turkish,no,no
,51e9e051-19bd-4841-a4d4-bbcd3ac07c41,https://www.youtube.com/watch?v=KRo5Z1mOEDE,"Taksimler - 38 ""Dilkeş-hâverân Taksim"" by Baha Yetkin",Baha Yetkin,Dilkes-haveran,Turkish,no,no
,8d8c9981-ad47-4d26-ac5c-e56d74d9349a,https://www.youtube.com/watch?v=p5lEow9CnF8,"Taksimler - 39 ""Rast Taksim"" by Baha Yetkin (Açıklamalı - w/explanation)",Baha Yetkin,Rast,Turkish,no,no
,6b6781e4-2118-4746-92c2-e85f0dbe8077,https://www.youtube.com/watch?v=iKe4_m5hhrk,"Taksimler - 40 ""Uşşak Taksim"" by Baha Yetkin (Açıklamalı - w/explanation)",Baha Yetkin,Ussak,Turkish,no,no
,e38c29e8-9a8e-4216-a642-5bbcead1e8e0,https://www.youtube.com/watch?v=kvAvXwHBmYs,"Taksimler - 41 ""Hicaz Taksim"" by Baha Yetkin",Baha Yetkin,Hijaz,Turkish,no,no
,552203c8-eb85-4aee-846a-e9a3b12fa0e2,https://www.youtube.com/watch?v=tkXIwiyCTqU,Rabee' Oud Taqsim - Farid al-Atrash (Peter Hanna) تقاسيم الربيع - فريد الأطرش,Peter Hanna,Bayati,Arabic,no,no
,5a86afb0-14ed-46e2-b301-181c5d48d157,https://www.youtube.com/watch?v=d-LswO94_mw,Kurd Taqsim- تقاسيم كرد,Tareq Jundi,Kurd,Arabic,no,no
,05ce63d8-7b1e-43c6-b534-31045f20b3be,https://www.youtube.com/watch?v=tMO90KN-Tqc,Hijaz Taqsim (Tutorial video)- تقاسيم حجاز (فيديو تعليمي),Tareq Jundi,Hijaz,Arabic,no,no
,b79f4244-4124-4537-82d7-3e1463bc25ab,https://www.youtube.com/watch?v=NUjp9HBP8SA,Rast Taqsim (Tutorial video)- تقاسيم راست (فيديو تعليمي),Tareq Jundi,Rast,Arabic,no,no
,6dd3be25-bdd1-4609-a011-e2d466df2c80,https://www.youtube.com/watch?v=kht628_bw_s,Bayat Taqsim (Tutorial video)- تقاسيم بيات (فيديو تعليمي),Tareq Jundi,Bayati,Arabic,no,no
,339a2ffb-e1c3-47b4-b8e5-d01a49ba494b,https://www.youtube.com/watch?v=Ph_KjI5qoz8,Kurd Taqsim (Tutorial video)- تقاسيم كرد (فيديو تعليمي),Tareq Jundi,Kurd,Arabic,no,no
,c1114ccb-6a90-42fa-b138-547c1c4d2740,https://www.youtube.com/watch?v=mIYNGEY8Jqg,Saba Taqsim (Tutorial video)- تقاسيم صبا (فيديو تعليمي),Tareq Jundi,Saba,Arabic,no,no
,c0df57ba-ae20-4315-8742-d3addf358b65,https://www.youtube.com/watch?v=1pRgh3wJtBE,Nahawand Taqsim (Tutorial video)- تقاسيم نهاوند (فيديو تعليمي),Tareq Jundi,Nahawand,Arabic,no,no
,695503c2-6f23-448a-9d37-8a9630c3d2fb,https://www.youtube.com/watch?v=YUsAUOYCYpg,Taqsim Rahat Arwah-Tareq Jundi- تقاسيم راحة أرواح- طارق الجندي,Tareq Jundi,Unknown,Arabic,no,no
,79642e8b-5f8b-4656-aec7-9abb31758a7c,https://www.youtube.com/watch?v=Iz3N_DHUiP8,تقاسيم- Improvisation,Tareq Jundi,Unknown,Arabic,no,no
,f6d66d2b-d863-477b-a3f4-10eeb06a467d,https://www.youtube.com/watch?v=5z06kk8dC0c,تقاسيم بيات- طارق الجندي- Bayat Taqsim-Tareq Jundi,Tareq Jundi,Bayati,Arabic,no,no
,c936dbf7-db31-4087-bcbe-c20a19da5e9c,https://www.youtube.com/watch?v=MG7cG8Lzp3Q,Taqasim Hijaz تقاسيم حجاز-طارق الجندي,Tareq Jundi,Hijaz,Arabic,no,no
,a9b47ab8-57b1-41bc-b93a-a6e9e35323f1,https://www.youtube.com/watch?v=4PsVip5gosY,Taqasim Bayat Tareq Al Jundi تقاسيم بيات طارق الجندي,Tareq Jundi,Bayati,Arabic,no,no
,d68dfe82-b2d3-457d-840a-dadc4613226f,https://www.youtube.com/watch?v=nxRh7P2XtvQ,تقاسيم بيات - طارق الجندي- Tareq Jundi- Bayat Taqsim,Tareq Jundi,Bayati,Arabic,no,no
,748b8f69-144f-4d03-a714-c11737b32e23,https://www.youtube.com/watch?v=qQglsUSbtdA,تقاسيم عود,Samir Nasr Eddine,Unknown,Arabic,no,no
,5695fa86-ca5e-41b8-b6b9-6be09fad1f98,https://www.youtube.com/watch?v=hdcPx7fWV_0,Oud Taqsim,Samir Nasr Eddine,Unknown,Arabic,no,no
,f2868f6e-ee36-4a01-abaa-53330c829af0,https://www.youtube.com/watch?v=7TA1vrWQ2Bk,تقاسيم عود من مقام الصبا,Samir Nasr Eddine,Saba,Arabic,no,no
,49209f0d-0009-4f5a-9d8a-4647ebeb0f27,https://www.youtube.com/watch?v=5j9E9p7Y780,تقاسيم عود من مقام راحة الارواح,Samir Nasr Eddine,Unknown,Arabic,no,no
,654420ec-16cd-4221-ae8e-cbb1324be9aa,https://www.youtube.com/watch?v=M4irlNNyICk,تقاسيم عود من مقام العجم,Samir Nasr Eddine,Ajam,Arabic,no,no
,b1e58a66-1efe-4547-a3a6-32e1fc91dbc9,https://www.youtube.com/watch?v=AKBNDrtrRUg,تقاسيم عود من مزاج الهزام,Samir Nasr Eddine,Houzam,Arabic,no,no
,736e433c-a2c9-461c-9929-0e4b593b699c,https://www.youtube.com/watch?v=q7KiTR3YjxQ,تقاسيم عود من مزاج الكرد والنهوند,Samir Nasr Eddine,Unknown,Arabic,no,no
,fc916168-9403-4066-ae88-f290fb9cdd62,https://www.youtube.com/watch?v=3nV4GrjHWPc,تقاسيم عود من مزاج اللحظة,Samir Nasr Eddine,Unknown,Arabic,no,no
,6e9a94c2-0ee8-44f3-b2c9-6063f53ceb6f,https://www.youtube.com/watch?v=fecbtUhTS3I,تقاسيم عود من مقام النهوند ومزاج اللحظة,Samir Nasr Eddine,Nahawand,Arabic,no,no
,638a4125-3b6d-460d-9908-44a494c50c0c,https://www.youtube.com/watch?v=SGHwv0pfSHY,تقاسيم عود من مقام الراست ومزاج اللحظة,Samir Nasr Eddine,Rast,Arabic,no,no
some reverb,5b339626-fdea-4f06-bc98-9e83a6d8470d,https://www.youtube.com/watch?v=I19XXW4G-SA,تقاسيم عود من مقام الكرد,Samir Nasr Eddine,Kurd,Arabic,no,no
,3691d46c-4d62-40de-b4cf-8245b5fae826,https://www.youtube.com/watch?v=6ksQmkxByLk,تقاسيم عود من مقام الحجاز,Samir Nasr Eddine,Hijaz,Arabic,no,no
,0597547e-52fc-48e2-aaea-b547552f6458,https://www.youtube.com/watch?v=EB3ey3pwEqc,تقاسيم عود من مقام الهزام,Samir Nasr Eddine,Houzam,Arabic,no,no
,82d85f8b-62ad-448e-bebc-f3d016386ff4,https://www.youtube.com/watch?v=ZYUsI_eZ01k,تقاسيم نهوند,Samir Nasr Eddine,Nahawand,Arabic,no,no
