notes,uuid,link,song_name,artist,maqam,type,electric,vintage
,1f95096c-f6f0-49e7-98c9-43e7f7d391e3,https://www.youtube.com/watch?v=D2xqM-GoP44,#arabicoud #musician #arabicmusic #oudplayer #oud #takasim #taksim #عود #تقاسيم #تقسيم عَجَمْ,Paul Abi Tarabay,Unknown,Turkish,no,no
,0663d98a-dd01-410f-983b-3ec38f8f296f,https://www.youtube.com/watch?v=ITov6WwsiP4,Oud bayate taksim تقاسيم بيات #guitar #oud #taksim #explore,Mohamad Hanif,Unknown,Turkish,no,no
,4b8ae2ce-af22-4fea-934f-6610527087ac,https://www.youtube.com/watch?v=R0s6lK7AC2s,تقاسيم جديدة - مقام البيات,Majd Music 🎸,Unknown,Unknown,no,no
,d953c88a-e344-4fcb-ba79-013805182472,https://www.youtube.com/watch?v=0NARfQ2ZEnE,صباح العود 🎶,Majd Music 🎸,Unknown,Unknown,no,no
,74c4b995-b455-496a-a267-e0878200f289,https://www.youtube.com/watch?v=OgUKjKMjOMw,تقاسيم عود,عبدالله,Unknown,Unknown,no,no
,b82b1aa6-af41-402f-8f60-dec3ff84a325,https://www.youtube.com/watch?v=iZPlMVXmxU8,تقاسيم عود,Majd Music 🎸,Unknown,Unknown,no,no
,49e1930d-fda8-4654-a6b5-9687e2838476,https://www.youtube.com/watch?v=JUokcjK9LOw,Oud Solo “Ajam” - عود مقام العجم,Oud Solo “Ajam”,Ajam,Unknown,no,no
,0d93208a-0760-496c-9c68-39ac3fac6eb0,https://www.youtube.com/watch?v=ypio_514Siw,تقاسيم #تعليم #music #الامارات #اكسبلور #عود #مقام #solo #دبي #العزف#takasim @ اوتار,World in oud,Unknown,Unknown,no,no
,30075708-886a-4685-8974-411b0d5e41f2,https://www.youtube.com/watch?v=3NZfQYsQ6ls,Taqsim Sikah Gitar Oud 🪕 #oud #taqsim #taksim #عود #سيكا,Cak ZR,Sikah,Turkish,no,no
,3d707ffe-b9b3-4d96-a03c-445a5de74903,https://www.youtube.com/watch?v=ExNFsAgCutc,تقاسيم عود OUD Taqasim,Thaer Aljohari,Unknown,Unknown,no,no
,3120a8a2-b639-49a0-9f83-dbdf87d248f4,https://www.youtube.com/watch?v=CV4g7EEEUrw,عندما يبكي العود - موسيقى حزينة 💔 🎶,عندما يبكي العود,Unknown,Unknown,no,no
,7759662c-0e61-4291-a36a-8145e00ca67d,https://www.youtube.com/watch?v=tm1QqdEW0FI,"Nizar Rohana, Taqsim Rast |  نزار روحانا،  تقسيم راست",Nizar Rohana,Rast,Arabic,no,no
,1b534a80-9ef2-4c26-9268-0933325d8986,https://www.youtube.com/watch?v=ZCDHapzDt_M,تقاسيم نهاوند,Majd Music 🎸,Unknown,Unknown,no,no
,f7959025-c4e6-4efc-b67a-2648df20e896,https://www.youtube.com/watch?v=dLzqspgN4SM,تقاسيم بيات- يوم العود ٢٠٢٢ #oud #music #عود #طارق_الجندي #TareqJundi #الأردن #عمان #موسيقى,Tareq Jundi,Unknown,Unknown,no,no
,9f3a09d8-b4d2-4f35-ab0a-ad806b9171d3,https://www.youtube.com/watch?v=804A_T_XBps,تقاسيم عود على مقام الحجاز....عزف عود,فن العزف,Unknown,Unknown,no,no
,67d3c530-0670-4dfb-906e-a4927bb8514b,https://www.youtube.com/watch?v=pS0SiqAerm8,عزف عود  تقاسيم سلطنة,صفوان أبو خالد,Unknown,Unknown,no,no
,13fc4bc1-d281-48fa-a430-f8c344c9851d,https://www.youtube.com/watch?v=iRvr9eZvu9Y,حلو التغيير 😊 عود,Majd Music 🎸,Unknown,Unknown,no,no
,c1d7f6e5-b26e-42f7-b15e-a990b0b36c16,https://www.youtube.com/watch?v=Obz2t6yBXVM,‎عزلة - مصطفى زاير - عود | Solitude - Mustafa Zair - Oud Solo-2020,Mustafa Zair,Unknown,Unknown,no,no
,f389c8d0-032d-47e4-a613-358193b1b5ac,https://www.youtube.com/watch?v=NGiOyRz9c_s,Practicing Scales on Oud,Abdallah Nammour- Oud,Unknown,Unknown,no,no
,62dddca3-5792-4c97-ae63-8c7a6f2bae56,https://www.youtube.com/watch?v=USiwNsC539g,Ukulele Solo vs Oud with flamenco   عزف عود و يوكوليلي _ طلال الزهراني,Panoramat,Unknown,Unknown,no,no
,6323f8ad-2c10-4d35-9bf7-29a602396141,https://www.youtube.com/watch?v=jRuyMhUy_n8,1 Hour peaceful Oud | Arabic vibe for relax and calmness 🙏,Depth,Unknown,Arabic,no,no
,b9fb4896-b677-41e2-a87a-87293e6410bb,https://www.youtube.com/watch?v=wHTqJSbCYBM,Meilleurs instrumentaux Oud - Solo Mode Zidane - Takasim Oud ( عود ),Meilleurs instrumentaux Oud,Unknown,Unknown,no,no
,2744bd47-8d34-44c9-b805-3ffc1a8014b2,https://www.youtube.com/watch?v=zuWIA1Vs1a8,بنت الجيران #solo #oud,aboud hafez,Unknown,Unknown,no,no
,8d985cbe-1011-4532-b61c-507e9b93e73b,https://www.youtube.com/watch?v=9i-kidvqUFs,MAYA SAMITA 3OUD BELDI ♪ ♩ ♫ ♬ عود موسيقى تحفيزية ♪♬ روعة العود,موسيقى الأعراس DJ YouZik,Unknown,Unknown,no,no
,2ccaa505-807f-486b-b19a-8a418c0e5144,https://www.youtube.com/watch?v=kZpF3uqlt48,تقاسيم عود - ربيع زيتوني,Fawda Mnazami - فوضى منظمة,Unknown,Unknown,no,no
,74e63ee9-4043-4588-adff-15ce80b17e56,https://www.youtube.com/watch?v=hMP3fS2rrlA,تقسيم عود Ud Taksim,Subhi Demir,Unknown,Turkish,no,no
,18657ca3-2085-4946-b36d-5c11a7809535,https://www.youtube.com/watch?v=igOM9LRgxnI,#تقاسيم #عود,Architect الجمال و الاصالة 78,Unknown,Unknown,no,no
,3b03dc40-6dc1-45a0-bec6-7ec415aa68ba,https://www.youtube.com/watch?v=orRZxCj3dH8,تقاسيم بيات إستكنان يدغدغ القلب للفنان:/ابوإلياس,ابوإلياس abu_Elias,Unknown,Unknown,no,no
,ae967271-72da-4ba0-9820-c7a84e520d41,https://www.youtube.com/watch?v=cVj3b1fddN0,"دندنات1 Solo oud, improvisation on Kurd key + Ahebbek, تقاسيم كرد نوى + أحبك Yasser Samman",Yasser Samman,Kurd,Unknown,no,no
,edd1e5a2-a08f-471c-82bf-27016f9107fe,https://www.youtube.com/watch?v=g3P1r9gz0PY,تقاسيم حزين.. 0555761943,نايف البراق,Unknown,Unknown,no,no
,86eafed2-c6f4-49af-aeb6-25892d96c21f,https://www.youtube.com/watch?v=w4vAdhR6mhc,تقاسيم عود مقام راست - Oud Maqam Rast,تقاسيم عود مقام راست,Rast,Unknown,no,no
,f402d109-3c3f-4169-bd89-de523a8b4b93,https://www.youtube.com/watch?v=Jj4koXOE8Go,تقاسيم عود-نور العياش,noor ayash,Unknown,Unknown,no,no
,1415efd2-a404-4caa-b736-121e058f0027,https://www.youtube.com/watch?v=t3BL_oiB2tU,Sylent-oud flatback model #electricoud #arabicoud #oud,Electric oud maker,Unknown,Arabic,yes,no
,aa41790d-db01-4fac-8780-2a789f198d01,https://www.youtube.com/watch?v=b3TdvDlkk7M,تقاسيم عجم جهاركا-عود الديرة-639,سلطان القرشي,Unknown,Unknown,no,no
,ab8628ba-4b7f-46da-8e90-d6d53c48c409,https://www.youtube.com/watch?v=KvB0PHUMCeY,تقاسيم  احترافية على العود !! طرب,Sezar Hanna,Unknown,Unknown,no,no
,b44f6210-e137-4384-8e79-898708b29633,https://www.youtube.com/watch?v=Z4Bj4iNGEy4,تقاسيم عود  المبدع المصري  حازم شاهين  Oud solos with Egyptian artist Hazem Shaheen,Kalil Jiryis,Unknown,Unknown,no,no
,633adae3-54aa-4fe9-98ab-6e7e01c370ac,https://www.youtube.com/watch?v=Yf9EvF8sxdQ,Thoughts on Kurd #music #oud #taqsim #تقاسيم_عود #تقاسيم #عود_البطل,Malak M.,Kurd,Arabic,no,no
,ac507dd9-c199-46bd-9bc7-ebd913e10c1b,https://www.youtube.com/watch?v=YAoQ1bj3oa8,#تقاسيم#بياتي#الري,Mustafa Saqqa,Unknown,Unknown,no,no
,e5e3ecce-fbe9-4b3f-9223-1644efe69ad9,https://www.youtube.com/watch?v=FHmxZ9bdH-M,تقاسيم عود | مقام كرد دوكاه,Saleh Hujerat - صالح حجيرات,Unknown,Unknown,no,no
,7fe954a1-3fd9-4c47-a8b8-de4f1eb4ef56,https://www.youtube.com/watch?v=s4bJCzmlVqk,Trying new Ud Strings #haythamkawar #haytham_kawar #ud #oud #amman #jordan #kürschner #عود,Haytham Kawar,Unknown,Unknown,no,no
,c5feefb3-c50c-4370-889c-373070dfb106,https://www.youtube.com/watch?v=_5vbx8puYas,takasim rast - تقاسيم راست #artist #art #music #makam #charki #tarabi #oud#تقاسيم #تقاسيم_عود #راست,Abderahmane Belhabib,Rast,Unknown,no,no
,68d069f7-38f7-454f-8e76-30ed268c23fd,https://www.youtube.com/watch?v=RUhvPUlc-68,تقاسيم عود بياتي,عابدي بن عيسى,Unknown,Unknown,no,no
,524898c7-6306-4325-9bd6-f50976481f2d,https://www.youtube.com/watch?v=9Q4mKvphhG8,O u d 1 W o o D #shorts #youtubeshorts #video #تقاسيم #short #عود #تعليم_عود #موسيقى #music #videos,Oud1 Wood,Unknown,Unknown,no,no
,8a81cd4e-5241-4230-83ec-5d7eb6fcb247,https://www.youtube.com/watch?v=QeexTVgnMlI,Z E I N &#39;S    E F F E C T  Oud improvisation solo سولو ارتجالي على العود,Aiham Alawar أيهم الأعور,Unknown,Unknown,no,no
,70fe95fb-f83f-4442-9c4c-73b758d6f9aa,https://www.youtube.com/watch?v=3Ufs-UpL7fc,تقاسيم عود مقام بيات 🪕🔥🍂🍁,Saleh Hujerat - صالح حجيرات,Unknown,Unknown,no,no
,cf23d8dc-3ed0-490c-8fc2-7a660f48626d,https://www.youtube.com/watch?v=9gYtS2Qm61I,حياة الروح-عود كنزي-721,سلطان القرشي,Unknown,Unknown,no,no
,23bb1efb-4056-4df5-b406-3d9a19dfd461,https://www.youtube.com/watch?v=TD1E-Y4J-Fs,أفكار مبعثرة 🤷🏻‍♂️🎶,Majd Music 🎸,Unknown,Unknown,no,no
,304b7d0d-4a3c-4f7d-9479-78b45825dfd1,https://www.youtube.com/watch?v=pQtCXqHgBSA,#حبيتك_بالصيف #oud #syrianmusic #uae #dubai #oud,basel laila,Unknown,Unknown,no,no
,c0c96b63-8971-4257-852a-ef6216d88cbf,https://www.youtube.com/watch?v=CLCrL_4yAn8,تقاسيم عود,Kutaibeh ismail,Unknown,Unknown,no,no
,c5b3d875-dd40-44bc-88b0-e17454d848fa,https://www.youtube.com/watch?v=P1Mlplnxjx8,Sa&#39;alulinnas oud #shorts #video #youtubeshorts #short #shortvideo #عود #تقاسيم #فديو #موسيقى #music,Eka Wahyu,Unknown,Unknown,no,no
,132cc430-c0c0-4297-8544-5ca47ebc8a0a,https://www.youtube.com/watch?v=aoeyOqEZhrQ,الف ليلة وليلة عزف عود,Kutaibeh ismail,Unknown,Unknown,no,no
,7cc1a309-6531-435b-963f-6a66855e3021,https://www.youtube.com/watch?v=GigDh-d7wS0,Oud solo “Hijaz” - عود مقام حجاز,Oud solo “Hijaz”,Hijaz,Unknown,no,no
,e1e5d3ac-9085-4e7e-b5c1-c62ab53aaec1,https://www.youtube.com/watch?v=eizsdcUrPS8,نهاوند فا-عود زرياب1-804,سلطان القرشي,Unknown,Unknown,no,no
,53e7bc70-06e9-41a7-9c04-fc0123b2eaca,https://www.youtube.com/watch?v=cjtEPVoSGQM,متوفر الان بمعرض الصانع محمود داغر عود من فئه a تسلسل a 633 زد طعه واحده ابتكار محمود داغر,العود روح الموسيقي مع محمود داغر,Unknown,Unknown,no,no
,25c9f9fc-5122-456e-82be-75481b23b559,https://www.youtube.com/watch?v=yn4fLzzEmd4,عود زرياب ٣  784,سلطان القرشي,Unknown,Unknown,no,no
,76c60e30-1f4d-489f-b795-d1f7874b89ba,https://www.youtube.com/watch?v=XYT9g0GtpHU,Naseer Shamma رحيل القمر للفنان نصير شمة باسم اليوسفي solo oud,Naseer Shamma,Unknown,Unknown,no,no
,31c397c0-79fa-4080-8e59-3238e40dffa6,https://www.youtube.com/watch?v=J9UtTIBJTCk,تقاسيم عود🥲,الطرب الأصيل,Unknown,Unknown,no,no
,d8418f9b-088a-4632-b82a-dbeecbc14776,https://www.youtube.com/watch?v=bdjZY95eOLs,🟢تقاسيم عود حجازي#video #youtubeshorts #shorts #short #تقاسيم #موسيقى #عود_حزين #video #music,Oud1 Wood,Unknown,Unknown,no,no
,24424988-e7da-4171-9e35-3ea2792538a6,https://www.youtube.com/watch?v=I4EStJTJxLc,عود من فئه ( C ) صناعه ( محمود داغر ) جودتنا تتحدث دائما .. سماعا طيبا للجميع,العود روح الموسيقي مع محمود داغر,Unknown,Unknown,no,no
,6a7543f8-e5fe-4568-bec4-d1ff34d7153d,https://www.youtube.com/watch?v=U_Jg0fFxi7g,نسم علينا الهوا مع رنات العود ~ خضر حسون  #music #oud,Dr Hassan Psych,Unknown,Unknown,no,no
,ca956a1c-8b53-4b3a-98f1-695ba9b59787,https://www.youtube.com/watch?v=aq52loAMyuE,تقاسيم العود بياتي حزين,Eka Wahyu,Unknown,Unknown,no,no
,a3e0cd22-8464-4824-95db-46d720a95df8,https://www.youtube.com/watch?v=9XTVqBlQvU4,Solo Oud - صولو عود by Majd Khaddor,Majd Khaddor,Unknown,Unknown,no,no
,1e75cebf-d607-4ea0-aa9c-afd933b61134,https://www.youtube.com/watch?v=ejmAHj7UaGQ,C Minor Oud Solo - عود سحب مقام نهاوند,C Minor Oud Solo,Unknown,Unknown,no,no
,59b01126-cc1e-4aa4-9928-613dd75506ec,https://www.youtube.com/watch?v=DYEG-qcsBNs,بياتي عود تسلسل ( a479 ),العود روح الموسيقي مع محمود داغر,Unknown,Unknown,no,no
,c3f46100-52bc-4219-ad60-0c2671949925,https://www.youtube.com/watch?v=jSoDBzS7qnQ,تقاسيم بيات ارتجالي/محمد الرفاعي #shorts #oud #reels,محمد الرفاعي MOHAMD ALRIFAI,Unknown,Unknown,no,no
,a66c2b00-f2b5-4d32-b841-0307bb0d3767,https://www.youtube.com/watch?v=CDFX_JsztBY,‎  سولوهات مرواس | عارف جمّن | Solo At Merwas - Aref Jaman Promo,Merwas Network,Unknown,Unknown,no,no
,a2827e49-60fd-4805-9e74-6290029fbf38,https://www.youtube.com/watch?v=dD5pL4UcfHo,تقاسيم بيات,اوس عماد Aws,Unknown,Unknown,no,no
,6b08105c-53b2-4708-840d-013642a716fd,https://www.youtube.com/watch?v=Z8Bvgr7Sqn8,تقاسيم عود في مقام النهوند❤️,The Maestro,Unknown,Unknown,no,no
,787ae27f-9b14-4ba2-8013-6ced561d3076,https://www.youtube.com/watch?v=X-jJZ9n829g,Sunday evening oud 🌥,Majd Music 🎸,Unknown,Unknown,no,no
,f83da249-0ec1-4837-b988-8cd90336df51,https://www.youtube.com/watch?v=Hh14rtbH13s,تقاسيم مقام الحجاز .. #موسيقى #مقام_حجاز #australia #العراق #foryou #fyp,RAAD MANSOOR.  جمال الموسيقى 🎶 والنجارة,Unknown,Unknown,no,no
,c37ceed9-5f37-461b-89d5-fe55175620ff,https://www.youtube.com/watch?v=60fWCgru9h8,Seif Bennia - l&#39;instant (2) #oud #solo #sea #nature #music #عود #موسيقى,Seif Bennia,Unknown,Unknown,no,no
,ef1cf9ab-821b-43b7-bf75-6f76355d15d8,https://www.youtube.com/watch?v=sHrTENt4Fw0,"تقسيمة عود كورد محير, taksim oud شفان شاكو shivan shako",Shivan Shako,Unknown,Turkish,no,no
,f627c96e-d0bc-454c-ae22-456228b71b31,https://www.youtube.com/watch?v=vne9bYmRpAI,تقاسيم عود مع دكتور مجدي اسماعيل حمد,دكتور مجدي اسماعيل حمد,Unknown,Unknown,no,no
,fc9cfa76-3fdd-4871-bd95-eb178acff102,https://www.youtube.com/watch?v=_sIjaRG8atM,عبدالله الجبر - تقاسيم عود ١٤,عبدالله الجبر,Unknown,Unknown,no,no
,16a3e237-65a2-4fc1-aac9-e520808d6d1c,https://www.youtube.com/watch?v=wAgOL9Mr1vA,Nahawand piece | معزوفة على مقام النهاوند#oud #musician,Joseph el Khoury,Nahawand,Unknown,no,no
,0fe1a0db-eeb5-4276-b1bf-dcf6cdb4e903,https://www.youtube.com/watch?v=Edg2-TOrjo8,تقاسيم عود #عود #عزف #عزف_عود #عزف_عود_حزين,mohammad Beshtawi,Unknown,Unknown,no,no
,62296b35-7d2b-47ef-9efb-28fc5c61afab,https://www.youtube.com/watch?v=6pOvYBwWeRg,عود الجزيرة رقم 483,سلطان القرشي,Unknown,Unknown,no,no
,047da024-ff87-4b5e-8268-35a7a67f02df,https://www.youtube.com/watch?v=TFYhETVJtCo,Iraqi Oud Solo - عزف عود عراقي,Iraqi Oud Solo,Unknown,Unknown,no,no
,5d2bc542-3fa6-430f-bde9-e5ccdf62a78e,https://www.youtube.com/watch?v=awWPdisdTEY,للبيع عود فارابي تواصل واتساب 0096891919689 ويوجد شحن لكل العالم,Mohamed Rabie,Unknown,Unknown,no,no
,00d23dc7-9958-4ff4-bcbc-78a3aac3594b,https://www.youtube.com/watch?v=1t0P2SvjNkE,تقاسيم عود - بياتي النّوى - كريستو العلماوي - Christo Almawy,Christo Almawy | كريستو العلماوي,Unknown,Unknown,no,no
,9e6765ff-fa8a-47f4-9716-14f655dae008,https://www.youtube.com/watch?v=PdIwtJHev3o,لو يوم احد عزف عود هشام حمرة,Hesham Hamra,Unknown,Unknown,no,no
,8b156591-f261-4a81-a1d4-bbbb2e545a65,https://www.youtube.com/watch?v=INnUpXFEg7s,180° tamer hosny solo oud mohamed selem,Mohamed Selem,Unknown,Unknown,no,no
,12da09f9-7b7f-4af0-87c6-3d97d85ac8e2,https://www.youtube.com/watch?v=BCGPGSdFvGI,🟢شرح تريل للعود- عبدالله نمور,Abdallah Nammour- Oud,Unknown,Unknown,no,no
,2e9fbd28-81d3-477f-a470-baa2c9902d98,https://www.youtube.com/watch?v=USGE7VDi3xQ,Sylent oud basic model - made in France - جاهز للطلب ( عود كهربائي ),Sylent oud basic model,Unknown,Unknown,no,no
,98d5817b-bde3-4f08-a0cc-dac521e84d68,https://www.youtube.com/watch?v=d2s1mxm1WFo,عزف عود - تقسيم | حنّا سلوم (Expressive Oud Taqsim | Hanna Salloum),Hanna Salloum - حنّا سلّوم,Unknown,Arabic,no,no
,6db431d8-966b-4f62-8238-8343a947e549,https://www.youtube.com/watch?v=2UwIEK2reJs,عزف السلم الموسيقي(Do Major) بزمن البيضاء@ تعليم# تقاسيم# موسيقا#اكسبلور #الامارات #مقام #دبي,World in oud,Unknown,Unknown,no,no
,15b28cc4-4100-49ea-be96-439b45021bb8,https://www.youtube.com/watch?v=rcuK_mDq5T0,عبدالله الجبر - تقاسيم عود 7,عبدالله الجبر,Unknown,Unknown,no,no
,6cb553d0-9c61-4d60-bea5-986aed18e0a7,https://www.youtube.com/watch?v=2gsBTySR8Ls,عزف عود#تعليم #music #الامارات #اكسبلور #solo#longa #مقام #takasim #دبي #,World in oud,Unknown,Unknown,no,no
,d961294c-7355-4ad4-8ba1-bbb64af6d173,https://www.youtube.com/watch?v=huoDUS-bogY,تقاسيم حزينة,Oud ringtone | نغمة عود,Unknown,Unknown,no,no
,51019e5e-ae73-44d4-bcf4-a7d3fe8afdac,https://www.youtube.com/watch?v=TX0zvEaTAIs,عزف عود مقام بَسته نِكار بيان شما - Oud Solo (Bastanikar) By Bian SHama,Bian SHama,Bastanikar,Unknown,no,no
,5a98f1cd-fceb-4c8a-ae47-5121d90a66f4,https://www.youtube.com/watch?v=z876a3yX0Q8,Electric oud Samai عود كهربائي,Electric oud maker,Unknown,Unknown,yes,no
,383a9735-8841-425a-8995-c147bc4e8c77,https://www.youtube.com/watch?v=TMqyr8jeWXM,Sylent-oud classic pro model #electricoud #arabicoud,Electric oud maker,Unknown,Arabic,yes,yes
,65b44133-8c10-4de2-835a-15072859472e,https://www.youtube.com/watch?v=7nLhylksa7g,تقاسيم عود,رشيد الاديب,Unknown,Unknown,no,no
,44042179-c7cb-44f7-81ad-73f90bcd33d2,https://www.youtube.com/watch?v=9NVOmuyh9tY,تقاسيم بيات,9olo 1,Unknown,Unknown,no,no
,6798d1a3-c8d1-475e-b2b4-49ab1f6b90d3,https://www.youtube.com/watch?v=HtAg_xtme58,عندما يبكي العود عود حزين  #عزف_عود #عود #oud #حالات_واتس_فيس #عود_حزين #عود_عراقي,Oud ringtone | نغمة عود,Unknown,Unknown,no,no
,16d374e1-b093-40e0-9037-620c84198125,https://www.youtube.com/watch?v=oGNI7ymG5ok,تقاسيم حزينه للتصميم .. ̶♡,محمـد | MHMD,Unknown,Unknown,no,no
,d6c87681-00f9-4026-b321-94670bb5ae88,https://www.youtube.com/watch?v=ajSeVEbD6G4,#swaida #oriental #trending #viral #oud #strings #عود #spirituality #viralvideo #fypシ #video #live,Aktham Abou Fakher,Unknown,Unknown,no,no
,093a3098-d7d6-4162-9c5d-3c04923044a1,https://www.youtube.com/watch?v=mKbDIKXmwH4,تقاسيم شرقي - هشام عريش #تقاسيم #music #oud #عود #موسيقا #musicalforms #arabicoud #libya,Libyan House for Oud Studies LHOS,Unknown,Arabic,no,no
,ff6536eb-011d-46ae-9851-94cd6182e6c6,https://www.youtube.com/watch?v=yiFReWRmJU4,تقاسيم عود,فالح ابن جويرالسهلي,Unknown,Unknown,no,no
,64b9def2-b793-48ce-83e2-9a161b915cda,https://www.youtube.com/watch?v=XbYLfCCTr9Y,#البنت_القوية #وائل_كفوري,Oud with Rad,Unknown,Unknown,no,no
,485acf88-b470-4987-8d7c-0ddc02c744b0,https://www.youtube.com/watch?v=Xx6PSH35YSo,رخيم,Oud ringtone | نغمة عود,Unknown,Unknown,no,no
,26969348-04b9-43a4-bb64-890627d6d375,https://www.youtube.com/watch?v=dDj4v0ZJa7U,#احساس #اغاني_عود #تعليم_عود #تقاسيم #تقاسيم_عود #دروس_عود #زرياب #زرياب_الامارات #طرب #طلال_مداح,Zeryab Uae,Unknown,Unknown,no,no
,00f90666-08f6-4db1-b2cf-90ea82ef0608,https://www.youtube.com/watch?v=kQ7rbr9mbZE,صولو عود عزفي يارب يعجبكم ❤️🤲 .. #music #oud #oriental #egypy,Mohamed Hassan,Unknown,Unknown,no,no
,ae23a960-e8bb-4b8e-b4ba-3d2c7e9ac66c,https://www.youtube.com/watch?v=PZXz5-tGMB0,ارتجال مقام نهاوند Oud Solo Nahwand,Bian Shama,Unknown,Unknown,no,no
,d024e2cb-002a-4e5f-a015-e297a10a8171,https://www.youtube.com/watch?v=iP3ZbCMrbrY,تقاسيم عود عمار طاهر طرب,Never give up,Unknown,Unknown,no,no
,fc4297ad-2cce-4bc2-ba0c-9830475c1da7,https://www.youtube.com/watch?v=_bCeqh5_Lag,Sylent-oud - تقسيم نهاوند - Minor improv عود عربي,Electric oud maker,Unknown,Arabic,no,no
,f3c2f536-1795-4cdd-8834-65b2812970ec,https://www.youtube.com/watch?v=PoesyItg1Ug,a few seconds,Majd Music 🎸,Unknown,Unknown,no,no
,f7f6548a-7fc0-4d2a-a202-cb11b612bbf2,https://www.youtube.com/watch?v=dU5zQL26_yY,تقاسيم عود تاخذك لغير عالم  #بلال_صباح,bilal sabah,Unknown,Unknown,no,no
,028c4591-03a9-4118-b28f-524d7cec2609,https://www.youtube.com/watch?v=xz8KZ7QQLu4,تقاسيم مقام عجم - ألمايسترو خالد - Taqassim/Solo/Agam - Maestro Khlaed,تقاسيم مقام عجم,Unknown,Unknown,no,no
,b84a0383-500c-471d-93cf-5b2f53d839a0,https://www.youtube.com/watch?v=S_Jea2HY7jc,تقاسيم عازف العود سالم النوبي,الفنان سعيد بريك,Unknown,Unknown,no,no
,9f2ac8b5-63be-437e-980c-4330359a4e64,https://www.youtube.com/watch?v=6M0JLi6oV_0,Habeb Hebbak Solo - صولو حابب حبك,Habeb Hebbak Solo,Unknown,Unknown,no,no
,5dd9f38e-fb4e-4055-a930-43fd207a2fbc,https://www.youtube.com/watch?v=NYUZmIkZoGY,Oud Solo Nahwand - عود سحب صناعة فؤاد جهاد,Oud Solo Nahwand,Unknown,Unknown,no,no
